amp,std
0.0,0.0
1.566802518817074,0.008020626890904497
9.746970925393416,0.05599046310817111
32.64959245237054,0.18757848923661943
79.1279368779417,0.454002678904466
163.8407789588504,0.9495191753524317
300.19009409372734,1.7592743133240532
508.5348575048205,3.0453893444571207
803.9359190104225,4.914795846426925
1214.9813982112494,7.5630281070602035
1758.9766692403773,11.153930271244667
2477.1570951649983,15.943893912778886
3382.638317860952,22.09266084211456
4525.707975580592,29.96607013507727
5937.555053940354,39.88795276367493
7628.936683441674,52.24373723069486
9675.184381147454,67.48015010516092
12079.342377221772,85.77849126854659
14919.547372634619,108.00152247230349
18257.52266936284,133.72394069716853
22074.097783765283,163.9555351017042
