amp,std
0.0,0.0
5.896300917978983e-7,9.360115818097841e-9
1.5814022874877e-6,2.934920202515172e-8
2.5215063153194852e-6,5.2621796331965176e-8
3.296629585093289e-6,7.54914310513396e-8
3.9649429316024555e-6,9.701132797936346e-8
4.460187229895712e-6,1.1426280291604459e-7
4.900430031504043e-6,1.331252747978868e-7
5.238051406010891e-6,1.503075758863957e-7
5.559776813804874e-6,1.6732272950619615e-7
5.82203778848911e-6,1.8142366231042451e-7
6.051537055951e-6,1.9515994532832968e-7
6.210947023519371e-6,2.041267609940728e-7
6.3830680023074845e-6,2.1490911613524713e-7
6.517479943788533e-6,2.2481140611233883e-7
6.640187780095004e-6,2.350107041123759e-7
6.753354572975512e-6,2.436903918612306e-7
6.867452431381273e-6,2.554214973470298e-7
6.952320742616141e-6,2.648399104400301e-7
7.043453938053292e-6,2.7302484877383956e-7
7.11632859465808e-6,2.8058880716349283e-7
